Nodes on the 9-th layer
Polyline 1, Number of points: 81
x y thickness
20.480138 34.319668 0.191434
19.980580 34.340557 0.191025
19.481422 34.369513 0.191444
18.982651 34.404487 0.191250
18.484475 34.447116 0.192320
17.986801 34.495263 0.192861
17.489587 34.547967 0.192897
16.992674 34.603432 0.192579
16.496096 34.661824 0.193208
15.999663 34.721439 0.194365
15.502949 34.778659 0.195238
15.005631 34.830347 0.195760
14.507545 34.873981 0.196845
14.008510 34.904774 0.197977
13.508721 34.918360 0.198903
13.008830 34.910041 0.198434
12.509897 34.878012 0.197459
12.013212 34.820986 0.195957
11.520188 34.738038 0.192866
11.031257 34.633560 0.188984
10.546221 34.512246 0.186808
10.066115 34.372754 0.184421
9.591381 34.215959 0.182565
9.124126 34.038190 0.179060
8.665630 33.838942 0.178036
8.219130 33.614172 0.180349
7.788511 33.360351 0.181861
7.372046 33.083757 0.180732
6.963076 32.796121 0.183125
6.562663 32.496704 0.187510
6.170318 32.186760 0.187533
5.780792 31.873297 0.190422
5.400329 31.548944 0.197680
5.028183 31.215065 0.197367
4.750000 30.978132 0.254882

Polyline 2, Number of points: 26
x y thickness
58.250000 25.516053 0.190067
57.798330 25.730509 0.189552
57.340952 25.932413 0.190510
56.875902 26.115937 0.189840
56.405697 26.285866 0.188604
55.929946 26.439588 0.186580
55.450187 26.580364 0.183405
54.967790 26.711832 0.181197
54.483242 26.835159 0.177334
53.997526 26.953806 0.174157
53.510322 27.066189 0.170366
53.023596 27.180623 0.167618
52.538232 27.300706 0.166375
52.054726 27.428037 0.165167
51.574087 27.565773 0.164443
51.096388 27.713403 0.165976
50.620409 27.866490 0.165669
50.147345 28.028366 0.168633
49.673705 28.188552 0.173572
49.197356 28.340459 0.176517
48.717743 28.481722 0.178044
48.235021 28.611904 0.187499
47.745286 28.712124 0.199362
47.249125 28.773483 0.197870
46.750950 28.815719 0.335036
46.750000 28.815787 0.335789


Nodes on the 199-th layer
Polyline 1, Number of points: 75
x y thickness
39.000000 30.917921 0.260957
38.586766 31.198845 0.199229
38.176168 31.484111 0.194865
37.753477 31.751151 0.187487
37.325124 32.009031 0.189660
36.886429 32.248799 0.189781
36.434794 32.463273 0.185618
35.976838 32.663885 0.186877
35.510031 32.842832 0.184118
35.038456 33.009007 0.184143
34.564518 33.168317 0.186032
34.088338 33.320780 0.186151
33.612008 33.472793 0.188168
33.134418 33.620785 0.186667
32.656718 33.768433 0.187225
32.177341 33.910542 0.187280
31.695749 34.044903 0.187688
31.211670 34.170047 0.188917
30.725055 34.284884 0.191166
30.235202 34.385022 0.192019
29.742684 34.471110 0.193907
29.247645 34.541199 0.194915
28.750581 34.595162 0.194954
28.252097 34.633888 0.195161
27.752727 34.658768 0.195515
27.252876 34.670585 0.194945
26.752884 34.671540 0.194478
26.252974 34.662363 0.193481
25.753233 34.646332 0.193062
25.253707 34.624598 0.192144
24.754286 34.600557 0.191888
24.254936 34.575072 0.191167
23.755539 34.550521 0.190951
23.256039 34.528176 0.190435
22.756349 34.510637 0.190527
22.256517 34.497753 0.189946
21.756555 34.491985 0.190410
21.256558 34.492938 0.190035
20.756654 34.502321 0.190267
20.256934 34.519008 0.189841
19.757531 34.543307 0.189493
19.258539 34.575000 0.189393
18.760045 34.613713 0.189485
18.262088 34.658848 0.189333
17.764674 34.709603 0.189732
17.267696 34.764489 0.190572
16.770923 34.821195 0.190376
16.274483 34.880754 0.190946
15.778028 34.940185 0.191945
15.281196 34.996362 0.193612
14.783542 35.044677 0.194131
14.285013 35.082824 0.194741
13.785605 35.106591 0.195685
13.285665 35.110695 0.196020
12.786079 35.091690 0.195546
12.288002 35.048538 0.194724
11.792858 34.979556 0.192932
11.301894 34.885201 0.189531
10.815009 34.771577 0.186363
10.332460 34.640774 0.183065
9.854293 34.494729 0.182252
9.382369 34.329684 0.180615
8.918416 34.143507 0.178578
8.463795 33.935522 0.177020
8.020398 33.704582 0.178800
7.591489 33.447791 0.181840
7.176808 33.168506 0.181638
6.769581 32.878400 0.181770
6.368127 32.580399 0.186265
5.974926 32.271584 0.188583
5.587144 31.955962 0.188539
5.204667 31.633955 0.193940
4.827060 31.306250 0.199828
4.443694 30.985310 0.306390
4.250000 30.829966 0.521491

Polyline 2, Number of points: 26
x y thickness
58.000000 25.842352 0.187532
57.544546 26.048625 0.188534
57.082130 26.238710 0.189904
56.612519 26.410291 0.187312
56.138205 26.568336 0.186543
55.658907 26.710658 0.183790
55.176502 26.842078 0.180542
54.691937 26.965334 0.177629
54.205580 27.081311 0.173233
53.718288 27.193316 0.170619
53.230513 27.303200 0.166680
52.744073 27.418826 0.164099
52.259822 27.543317 0.163710
51.777848 27.676308 0.162390
51.299472 27.821723 0.163455
50.823396 27.974527 0.164999
50.349422 28.133691 0.165076
49.877144 28.297856 0.168720
49.403521 28.458097 0.174715
48.926051 28.606371 0.178425
48.445225 28.743460 0.181751
47.959879 28.863323 0.191152
47.467797 28.951156 0.203168
46.970422 29.001543 0.203701
46.471823 29.038770 0.356517
46.250000 29.048840 0.551646


Nodes on the 200-th layer
Polyline 1, Number of points: 76
x y thickness
39.250000 30.984629 0.258747
38.836400 31.265451 0.195429
38.422671 31.546128 0.191578
38.000759 31.814437 0.185578
37.575235 32.076938 0.187178
37.139121 32.321216 0.184734
36.691328 32.543580 0.182588
36.236903 32.752104 0.185157
35.771860 32.935719 0.180453
35.301755 33.105982 0.178970
34.829554 33.270349 0.181161
34.354258 33.425568 0.180885
33.878046 33.577942 0.181055
33.401360 33.728840 0.182225
32.923335 33.875429 0.180956
32.445308 34.021996 0.183019
31.964573 34.159440 0.182565
31.482015 34.290309 0.184099
30.996836 34.411121 0.185285
30.509077 34.520993 0.188068
30.017765 34.613721 0.187845
29.524126 34.693122 0.189181
29.028251 34.757032 0.190893
28.530470 34.803861 0.191023
28.031527 34.836075 0.190960
27.531890 34.854659 0.190617
27.031939 34.860904 0.189897
26.531966 34.856783 0.189266
26.032129 34.844175 0.188799
25.532485 34.825384 0.188479
25.033012 34.802459 0.188266
24.533623 34.777750 0.188210
24.034292 34.751912 0.187460
23.534870 34.727872 0.187035
23.035343 34.706182 0.185638
22.535613 34.689809 0.184801
22.035723 34.679587 0.184369
21.535734 34.676958 0.184552
21.035754 34.680675 0.183560
20.535945 34.694228 0.184434
20.036368 34.714663 0.184705
19.537230 34.743898 0.186223
19.038456 34.778840 0.186188
18.540180 34.820283 0.185879
18.042383 34.867134 0.184907
17.545184 34.919955 0.184987
17.048453 34.977023 0.186298
16.551938 35.035948 0.187139
16.055479 35.095353 0.187046
15.558848 35.153288 0.187128
15.061775 35.207278 0.188726
14.563876 35.252935 0.190892
14.064941 35.285216 0.191703
13.565218 35.300585 0.192179
13.065307 35.294896 0.192445
12.566238 35.265487 0.192124
12.069425 35.209884 0.189962
11.576122 35.128731 0.187398
11.086849 35.025962 0.185950
10.602416 34.902360 0.181847
10.122153 34.763373 0.178684
9.646471 34.609422 0.176869
9.176738 34.438338 0.177419
8.715595 34.245199 0.176852
8.264954 34.028666 0.174463
7.825162 33.790882 0.174332
7.397380 33.532168 0.178417
6.983532 33.251661 0.179869
6.577896 32.959328 0.179233
6.175703 32.662317 0.183276
5.782027 32.354124 0.185784
5.395947 32.036423 0.184691
5.012470 31.715579 0.187620
4.629237 31.394445 0.194611
4.243809 31.075970 0.195782
4.000000 30.887510 0.256537

Polyline 2, Number of points: 26
x y thickness
58.000000 26.045376 0.184941
57.543215 26.248714 0.184557
57.079699 26.436115 0.184583
56.608863 26.604222 0.182830
56.133706 26.759788 0.182251
55.653185 26.897908 0.179162
55.170024 27.026513 0.177147
54.684207 27.144740 0.172720
54.197194 27.257950 0.170271
53.709052 27.366191 0.166618
53.220959 27.474655 0.164599
52.734088 27.588441 0.161787
52.249942 27.713314 0.161245
51.768096 27.846801 0.160286
51.290555 27.994886 0.162153
50.814830 28.148770 0.162451
50.341469 28.309782 0.163718
49.869279 28.474204 0.164525
49.396831 28.637875 0.169706
48.920832 28.790798 0.175928
48.440113 28.928239 0.178163
47.955200 29.049943 0.182894
47.464265 29.144087 0.191592
46.967933 29.203786 0.201496
46.469144 29.238187 0.199090
46.000000 29.256640 0.325086


Nodes on the 201-th layer
Polyline 1, Number of points: 78
x y thickness
39.750000 30.877645 0.511317
39.333525 31.154100 0.187125
38.920250 31.435519 0.187813
38.502370 31.710003 0.181050
38.081358 31.979723 0.182988
37.656242 32.242886 0.184370
37.216429 32.480644 0.177175
36.769060 32.703918 0.178187
36.312430 32.907463 0.172702
35.847688 33.091729 0.172956
35.378294 33.263958 0.174598
34.905601 33.426918 0.172867
34.430862 33.583811 0.174206
33.955115 33.737645 0.175593
33.477869 33.886754 0.173641
33.000505 34.035486 0.175649
32.522195 34.181155 0.174706
32.042065 34.320651 0.176302
31.559895 34.452975 0.177380
31.075313 34.576104 0.179057
30.587848 34.687279 0.179531
30.097345 34.784066 0.182149
29.603963 34.865000 0.182376
29.108448 34.931594 0.183381
28.611050 34.982211 0.185114
28.112282 35.016861 0.185614
27.612723 35.037308 0.185527
27.112798 35.044978 0.185069
26.612819 35.042110 0.184655
26.112959 35.030569 0.184296
25.613291 35.012466 0.183913
25.113812 34.989674 0.183314
24.614462 34.964201 0.182229
24.115194 34.937172 0.180832
23.615806 34.912455 0.180478
23.116299 34.890282 0.180415
22.616596 34.873186 0.180627
22.116733 34.861721 0.180439
21.616756 34.857619 0.180233
21.116770 34.860251 0.180174
20.616922 34.872112 0.180014
20.117302 34.891445 0.179942
19.618077 34.919091 0.179621
19.119304 34.954034 0.180416
18.621039 34.995574 0.181390
18.123199 35.041976 0.181646
17.625868 35.093524 0.181121
17.129052 35.149847 0.180893
16.632591 35.209227 0.181577
16.136276 35.269810 0.182821
15.639632 35.327634 0.182532
15.142607 35.382074 0.182502
14.644846 35.429215 0.182937
14.146143 35.464873 0.184524
13.646556 35.484000 0.185828
13.146624 35.482071 0.186237
12.647392 35.455828 0.185237
12.150132 35.404331 0.184264
11.656110 35.327725 0.183370
11.166184 35.228210 0.181621
10.681146 35.106961 0.178786
10.200457 34.969465 0.176201
9.724248 34.817109 0.173647
9.253032 34.650017 0.172788
8.789247 34.463321 0.172736
8.335180 34.254081 0.172763
7.892465 34.021818 0.171135
7.459488 33.771833 0.172936
7.038277 33.502466 0.176893
6.629959 33.213911 0.176097
6.226196 32.918998 0.176486
5.826396 32.618786 0.181047
5.436276 32.306109 0.182619
5.053472 31.984467 0.179916
4.668809 31.665048 0.181994
4.280695 31.349832 0.187621
3.887657 31.040793 0.189981
3.750000 30.938326 0.255112

Polyline 2, Number of points: 27
x y thickness
57.985337 26.250000 0.180975
57.526550 26.448780 0.179233
57.062095 26.633790 0.180246
56.590144 26.798741 0.179039
56.113552 26.949885 0.177132
55.632199 27.084982 0.175381
55.147795 27.208866 0.171925
54.661292 27.324192 0.169603
54.173261 27.432933 0.165652
53.684691 27.539221 0.163625
53.196000 27.644945 0.160141
52.709274 27.759331 0.159277
52.224884 27.883229 0.157058
51.743715 28.019120 0.157366
51.265968 28.166568 0.155781
50.791645 28.324733 0.159123
50.318933 28.487635 0.160551
49.847090 28.653052 0.161731
49.375425 28.818951 0.165850
48.900346 28.974780 0.171263
48.420270 29.114327 0.175661
47.935306 29.235840 0.178824
47.444814 29.332283 0.184527
46.949180 29.397618 0.192083
46.450816 29.437150 0.198089
45.951023 29.445833 0.195429
45.750000 29.440252 0.310183


Nodes on the 202-th layer
Polyline 1, Number of points: 79
x y thickness
40.000000 30.907696 0.251800
39.590286 31.194027 0.175266
39.178726 31.477932 0.180539
38.760942 31.752613 0.177572
38.341897 32.025376 0.178986
37.919046 32.292080 0.180155
37.483170 32.536957 0.176387
37.038565 32.765691 0.175621
36.585548 32.977160 0.174855
36.122988 33.166888 0.171337
35.655355 33.343800 0.170393
35.184214 33.511183 0.170471
34.710015 33.669720 0.169166
34.234783 33.825117 0.169274
33.758086 33.975980 0.168732
33.280949 34.125443 0.169307
32.803456 34.273764 0.170533
32.324341 34.416756 0.171044
31.843737 34.554640 0.173159
31.360912 34.684526 0.175417
30.875292 34.803474 0.177202
30.386539 34.908809 0.178369
29.894882 34.999602 0.179919
29.400635 35.075065 0.181111
28.904300 35.135214 0.181906
28.406234 35.178777 0.181898
27.907064 35.207156 0.181743
27.407309 35.222164 0.181683
26.907334 35.225332 0.181530
26.407395 35.218138 0.180722
25.907624 35.203197 0.179949
25.408064 35.182287 0.178999
24.908664 35.157825 0.178384
24.409353 35.131592 0.178233
23.910055 35.105111 0.177874
23.410633 35.081097 0.177574
22.911063 35.060445 0.177081
22.411282 35.045753 0.177230
21.911374 35.036502 0.176460
21.411383 35.035186 0.176483
20.911434 35.041632 0.176459
20.411674 35.056881 0.176695
19.912194 35.079518 0.176445
19.413158 35.110448 0.176568
18.914551 35.147682 0.175967
18.416500 35.191723 0.176321
17.918969 35.241317 0.177223
17.421924 35.295577 0.177794
16.925245 35.353107 0.177617
16.428855 35.413075 0.177660
15.932514 35.473447 0.178706
15.435793 35.530604 0.179570
14.938519 35.582681 0.180471
14.440374 35.625546 0.181248
13.941269 35.654971 0.182121
13.441436 35.665911 0.182701
12.941626 35.654552 0.183004
12.443002 35.618434 0.182795
11.946851 35.557095 0.182110
11.454567 35.469969 0.179516
10.966658 35.360841 0.177060
10.483290 35.233070 0.175659
10.004748 35.088216 0.172740
9.530751 34.929130 0.170248
9.062134 34.754871 0.168555
8.600985 34.561750 0.168184
8.149307 34.347506 0.169084
7.708469 34.111753 0.169885
7.278378 33.856816 0.169169
6.858889 33.584810 0.170776
6.449656 33.297618 0.173944
6.046788 33.001487 0.173690
5.646741 32.701584 0.176964
5.256221 32.389398 0.179596
4.874386 32.066608 0.177602
4.490501 31.746266 0.175456
4.096905 31.437934 0.182857
3.701094 31.132446 0.184919
3.500000 30.980420 0.253519

Polyline 2, Number of points: 28
x y thickness
57.853449 26.500000 0.176961
57.392055 26.692614 0.176752
56.924731 26.870206 0.177856
56.450224 27.027716 0.175965
55.971266 27.171176 0.174610
55.487987 27.299302 0.171906
55.001920 27.416507 0.168394
54.514464 27.527775 0.166777
54.025213 27.630885 0.161956
53.536016 27.734256 0.159188
53.047348 27.840086 0.155957
52.561032 27.956181 0.153975
52.077788 28.084476 0.153693
51.597795 28.224427 0.153144
51.121598 28.376781 0.153750
50.648716 28.539195 0.156193
50.177062 28.705147 0.158328
49.706084 28.873013 0.160713
49.234230 29.038392 0.164505
48.758964 29.193665 0.170722
48.278407 29.331596 0.176274
47.792031 29.447251 0.179797
47.299978 29.535629 0.182673
46.804000 29.598382 0.188655
46.305388 29.634344 0.194638
45.805519 29.636889 0.195020
45.306348 29.609753 0.474930
45.250000 29.605447 0.526583


Nodes on the 203-th layer
Polyline 1, Number of points: 81
x y thickness
40.250000 30.931593 0.251139
39.845569 31.225343 0.171903
39.436934 31.513424 0.175833
39.020275 31.789815 0.173555
38.603598 32.066182 0.176964
38.182995 32.336443 0.178334
37.750810 32.587748 0.175371
37.308909 32.821667 0.173451
36.859713 33.041079 0.173887
36.399632 33.236727 0.169598
35.934242 33.419467 0.169453
35.464100 33.589605 0.167594
34.990964 33.751283 0.166436
34.516149 33.907969 0.166196
34.039825 34.059987 0.165099
33.562983 34.210391 0.165371
33.085977 34.360270 0.166420
32.607901 34.506700 0.167281
32.128571 34.648965 0.169217
31.647628 34.785667 0.172151
31.163980 34.912408 0.174487
30.677128 35.026226 0.176002
30.187252 35.126196 0.177583
29.694492 35.210817 0.178550
29.199394 35.280499 0.179732
28.702312 35.334153 0.180583
28.203704 35.371097 0.180514
27.704218 35.393369 0.180040
27.204328 35.403168 0.179714
26.704341 35.401637 0.179208
26.204467 35.390703 0.178552
25.704789 35.372866 0.178004
25.205316 35.349942 0.177373
24.705965 35.324480 0.177060
24.206689 35.297590 0.176498
23.707359 35.271709 0.176141
23.207916 35.248133 0.175267
22.708266 35.229563 0.175004
22.208435 35.216650 0.174621
21.708483 35.210334 0.174365
21.208493 35.212482 0.174666
20.708598 35.222343 0.174440
20.208945 35.240810 0.174562
19.709639 35.267027 0.174620
19.210798 35.300997 0.174951
18.712413 35.341093 0.174855
18.214588 35.387650 0.174933
17.717250 35.439150 0.174774
17.220454 35.495655 0.175568
16.723922 35.554437 0.175731
16.227644 35.615330 0.176480
15.731166 35.674563 0.176780
15.234292 35.730374 0.177696
14.736735 35.779674 0.178969
14.238228 35.818114 0.180337
13.738765 35.840738 0.181291
13.238807 35.843191 0.181838
12.739291 35.822250 0.181878
12.241487 35.775924 0.181025
11.746692 35.704286 0.179821
11.256257 35.607143 0.177152
10.770302 35.489580 0.174644
10.288915 35.354532 0.172566
9.812239 35.203682 0.170718
9.340602 35.037779 0.168111
8.874542 34.856814 0.166492
8.415838 34.657966 0.166280
7.965563 34.440745 0.168871
7.526431 34.201760 0.170249
7.099221 33.942033 0.168973
6.680716 33.668504 0.170857
6.271011 33.381969 0.173770
5.868854 33.084877 0.173453
5.469368 32.784198 0.175284
5.078292 32.472687 0.178476
4.696620 32.149699 0.177692
4.312986 31.829088 0.174669
3.917283 31.523534 0.177511
3.518380 31.222091 0.181696
3.119169 30.921207 0.385407
3.000000 30.837316 0.520076

Polyline 2, Number of points: 28
x y thickness
57.711725 26.750000 0.176107
57.247532 26.935787 0.175973
56.777107 27.105072 0.176398
56.299757 27.253776 0.173380
55.818540 27.389459 0.171855
55.333307 27.509980 0.168549
54.846039 27.622086 0.165735
54.357385 27.727952 0.163482
53.867241 27.826727 0.158951
53.377578 27.927850 0.155672
52.889374 28.035774 0.153658
52.403760 28.154745 0.151560
51.921799 28.287747 0.151482
51.443145 28.432228 0.150793
50.968820 28.590318 0.152330
50.497272 28.756566 0.154783
50.027341 28.927343 0.159033
49.556664 29.096052 0.161063
49.084291 29.259932 0.164022
48.608582 29.413766 0.170071
48.127361 29.549265 0.176822
47.639479 29.658093 0.180552
47.145879 29.737297 0.180730
46.649246 29.794691 0.184667
46.150348 29.826316 0.191181
45.650512 29.825963 0.197210
45.152197 29.787113 0.206320
45.000000 29.769276 0.298898


Nodes on the 204-th layer
Polyline 1, Number of points: 82
x y thickness
40.500000 30.951002 0.250752
40.101892 31.253322 0.173272
39.695543 31.544616 0.174502
39.281559 31.824991 0.173747
38.866924 32.104405 0.177403
38.448856 32.378587 0.179174
38.020111 32.635731 0.176851
37.581470 32.875689 0.175261
37.135005 33.100613 0.174318
36.678410 33.304209 0.171195
36.214863 33.491588 0.169697
35.746310 33.666054 0.167920
35.273722 33.829329 0.165285
34.799647 33.988236 0.165065
34.323570 34.141031 0.163478
33.846804 34.291679 0.162899
33.370311 34.443185 0.164334
32.893119 34.592465 0.165534
32.414785 34.738052 0.166842
31.935592 34.880770 0.170210
31.454041 35.015295 0.173055
30.969295 35.137767 0.175123
30.481269 35.246458 0.176623
29.990254 35.340728 0.178094
29.496542 35.419676 0.179232
29.000550 35.482708 0.179702
28.502744 35.529331 0.179899
28.003709 35.560121 0.179928
27.504006 35.577028 0.179700
27.004037 35.581743 0.179187
26.504078 35.575815 0.178516
26.004288 35.561452 0.177781
25.504711 35.540945 0.177076
25.005308 35.516515 0.176543
24.506005 35.490128 0.176162
24.006733 35.463168 0.175706
23.507358 35.438176 0.175712
23.007860 35.415802 0.174983
22.508123 35.399679 0.175228
22.008242 35.388864 0.174729
21.508256 35.386083 0.174887
21.008281 35.390777 0.174312
20.508473 35.404354 0.174496
20.008944 35.425981 0.174429
19.509833 35.455693 0.174654
19.011169 35.492179 0.174557
18.513013 35.535046 0.174544
18.015395 35.583774 0.174564
17.518331 35.637856 0.174954
17.021661 35.695463 0.175051
16.525269 35.755415 0.175288
16.029013 35.816493 0.176215
15.532439 35.874908 0.176911
15.035373 35.928970 0.178014
14.537453 35.974417 0.178845
14.038540 36.007041 0.179697
13.538803 36.022091 0.180369
13.038894 36.015737 0.180768
12.539903 35.984949 0.180474
12.043106 35.928999 0.179922
11.549922 35.847164 0.178388
11.061442 35.740700 0.175621
10.577232 35.616195 0.174059
10.097915 35.474001 0.171530
9.623044 35.317585 0.170230
9.153349 35.146263 0.168905
8.689938 34.958614 0.166825
8.233377 34.754856 0.166546
7.784871 34.533925 0.168218
7.347456 34.291838 0.169945
6.921646 34.029866 0.170673
6.504148 33.754763 0.171881
6.094242 33.468480 0.174618
5.692338 33.171047 0.174998
5.294619 32.868036 0.174454
4.903228 32.556915 0.177384
4.520133 32.235635 0.179115
4.136545 31.914974 0.175815
3.740869 31.609409 0.174873
3.339492 31.311266 0.178884
2.943272 31.006309 0.170842
2.750000 30.871520 0.252329

Polyline 2, Number of points: 28
x y thickness
57.557593 27.000000 0.174828
57.090556 27.178479 0.175205
56.616849 27.338234 0.174947
56.136996 27.478651 0.172267
55.653700 27.606682 0.171082
55.166703 27.719906 0.167226
54.678318 27.827041 0.164795
54.188362 27.926702 0.161443
53.697479 28.021739 0.156648
53.207926 28.123385 0.154306
52.720144 28.233190 0.151477
52.235775 28.357147 0.150422
51.755337 28.495592 0.150875
51.278813 28.646958 0.151752
50.806098 28.809819 0.152907
50.336456 28.981377 0.156364
49.867535 29.154898 0.160289
49.397196 29.324539 0.163596
48.924346 29.487003 0.166842
48.447874 29.638470 0.172736
47.965559 29.770002 0.180216
47.475900 29.870691 0.183996
46.981001 29.941524 0.183948
46.483255 29.988602 0.183022
45.984036 30.015758 0.189559
45.484152 30.012737 0.199140
44.986811 29.963645 0.194583
44.750000 29.924024 0.294019


Nodes on the 205-th layer
Polyline 1, Number of points: 83
x y thickness
40.750000 30.969245 0.250665
40.358159 31.279632 0.175937
39.954435 31.574519 0.175139
39.543631 31.859539 0.175565
39.131541 32.142691 0.179628
38.715678 32.420234 0.181154
38.289798 32.682121 0.178495
37.855318 32.929505 0.178641
37.411520 33.159652 0.177135
36.957802 33.369605 0.173509
36.496443 33.562277 0.171064
36.029593 33.741267 0.169335
35.557742 33.906631 0.165811
35.084007 34.066548 0.164625
34.608565 34.221301 0.163523
34.131784 34.371897 0.162353
33.655286 34.523389 0.162785
33.179017 34.675594 0.164696
32.701645 34.824303 0.166040
32.223808 34.971514 0.169237
31.744321 35.113237 0.172432
31.261721 35.243948 0.174578
30.775658 35.361115 0.175912
30.286446 35.464314 0.177215
29.794301 35.552474 0.178148
29.299700 35.625571 0.179437
28.802875 35.681559 0.179552
28.304501 35.721527 0.179623
27.805147 35.746513 0.179571
27.305299 35.758118 0.179209
26.805311 35.757871 0.178472
26.305414 35.748162 0.177983
25.805723 35.730719 0.177269
25.306224 35.708386 0.176939
24.806877 35.682833 0.176558
24.307613 35.655731 0.176059
23.808319 35.629160 0.175702
23.308897 35.605148 0.175686
22.809317 35.584740 0.175252
22.309518 35.570711 0.175288
21.809585 35.562833 0.175072
21.309592 35.563001 0.175045
20.809661 35.570771 0.174533
20.309971 35.588150 0.175038
19.810586 35.612798 0.174700
19.311668 35.645593 0.174934
18.813193 35.684563 0.174702
18.315294 35.730296 0.175051
17.817895 35.781197 0.174902
17.321078 35.837506 0.175594
16.824558 35.896390 0.175844
16.328254 35.957076 0.176085
15.831921 36.017518 0.176622
15.335255 36.075142 0.177739
14.837915 36.126563 0.178827
14.339614 36.167533 0.179795
13.840349 36.193996 0.180905
13.340456 36.201362 0.181778
12.840768 36.185852 0.181994
12.342491 36.145341 0.181477
11.846963 36.079233 0.180315
11.355504 35.987635 0.178650
10.868726 35.873656 0.176760
10.386633 35.741198 0.174048
9.909192 35.592814 0.171891
9.436181 35.430842 0.170432
8.968382 35.254384 0.169640
8.507230 35.061213 0.168153
8.053006 34.852281 0.167101
7.606737 34.626889 0.167597
7.170168 34.383324 0.170820
6.745082 34.120169 0.172553
6.329175 33.842660 0.172249
5.919312 33.556308 0.174659
5.516664 33.259896 0.177137
5.120880 32.954369 0.175693
4.729779 32.642875 0.177320
4.344711 32.323960 0.180276
3.960529 32.003960 0.178013
3.564587 31.698697 0.176792
3.162165 31.401975 0.180040
2.764189 31.099302 0.178717
2.500000 30.903446 0.252030

Polyline 2, Number of points: 29
x y thickness
57.750000 27.111521 0.222390
57.283742 27.292036 0.175038
56.812206 27.458224 0.176127
56.333619 27.602777 0.174351
55.850771 27.732550 0.172137
55.364383 27.848292 0.169817
54.875587 27.953522 0.165812
54.385564 28.052870 0.162943
53.894237 28.145580 0.158982
53.403530 28.241472 0.155387
52.914757 28.346781 0.153558
52.428793 28.464288 0.151650
51.947137 28.598359 0.151858
51.469668 28.746712 0.152852
50.996069 28.907011 0.153771
50.526211 29.077928 0.155798
50.058413 29.254461 0.159618
49.590097 29.429613 0.164290
49.119026 29.597177 0.167455
48.644359 29.754247 0.169862
48.165526 29.897969 0.176070
47.679559 30.015052 0.182423
47.186930 30.099944 0.185999
46.690210 30.156491 0.186630
46.191353 30.189485 0.184731
45.691518 30.199051 0.185058
45.192173 30.177171 0.192320
44.696991 30.109543 0.192944
44.500000 30.072803 0.290921


Nodes on the 206-th layer
Polyline 1, Number of points: 84
x y thickness
41.000000 30.987494 0.250665
40.612750 31.303626 0.176890
40.213156 31.604021 0.176426
39.805070 31.892923 0.176461
39.395998 32.180420 0.180861
38.982223 32.461090 0.181946
38.559275 32.727716 0.179996
38.128754 32.981927 0.180850
37.688255 33.218385 0.179538
37.236709 33.433006 0.174668
36.778118 33.632192 0.173062
36.312722 33.814875 0.170087
35.842285 33.984202 0.167314
35.368910 34.145177 0.165621
34.893833 34.301045 0.164121
34.417154 34.451964 0.162300
33.940600 34.603279 0.162580
33.464581 34.756265 0.163771
32.988226 34.908205 0.165340
32.511380 35.058596 0.167890
32.033812 35.206662 0.171650
31.553240 35.344638 0.173399
31.069307 35.470284 0.174943
30.582067 35.582421 0.176582
30.091622 35.679540 0.177501
29.598543 35.762300 0.178951
29.103042 35.828916 0.180043
28.605514 35.878246 0.180280
28.106692 35.912110 0.180460
27.607088 35.931454 0.180294
27.107150 35.937904 0.179883
26.607182 35.933264 0.179207
26.107363 35.920100 0.178743
25.607766 35.900142 0.178096
25.108362 35.875758 0.177266
24.609079 35.849001 0.176645
24.109834 35.821525 0.176070
23.610511 35.795544 0.175692
23.111031 35.772777 0.175566
22.611372 35.754425 0.175173
22.111516 35.742634 0.175021
21.611548 35.737743 0.174843
21.111566 35.740843 0.174743
20.611720 35.752796 0.175035
20.112131 35.772930 0.174803
19.612924 35.800887 0.174719
19.114190 35.836387 0.174822
18.615972 35.878478 0.175063
18.118327 35.926920 0.175551
17.621185 35.980268 0.175651
17.124551 36.038177 0.176130
16.628168 36.098207 0.176489
16.131940 36.159508 0.177216
15.635541 36.219400 0.177904
15.138657 36.275090 0.178669
14.640944 36.322724 0.179361
14.142263 36.358695 0.180448
13.642699 36.378498 0.181570
13.142765 36.377372 0.182058
12.643458 36.352520 0.182108
12.146060 36.302410 0.181665
11.651923 36.226601 0.180609
11.162191 36.126144 0.178934
10.677295 36.004364 0.176755
10.197177 35.864896 0.174353
9.721776 35.710055 0.171633
9.250582 35.542834 0.170289
8.785032 35.360514 0.168728
8.325721 35.163024 0.168346
7.873499 34.949825 0.167994
7.428862 34.721217 0.169038
6.993002 34.476310 0.172316
6.569043 34.211298 0.173511
6.154142 33.932299 0.173726
5.744936 33.644999 0.174802
5.341894 33.349145 0.177444
4.946733 33.042834 0.177693
4.556851 32.729807 0.177253
4.170231 32.412756 0.179897
3.783378 32.095988 0.181046
3.388182 31.789741 0.177967
2.985219 31.493747 0.180160
2.586817 31.191651 0.179818
2.250000 30.931980 0.251623

Polyline 2, Number of points: 29
x y thickness
57.500000 27.398273 0.177149
57.029505 27.567467 0.175262
56.553674 27.720876 0.176682
56.071439 27.852824 0.173427
55.585865 27.971993 0.171614
55.097236 28.077919 0.168259
54.606875 28.175604 0.164261
